200000,1-Hop,262.65,76,773,176,773
200000,2-Hop,202.7,73,758,166,758
200000,3-Hop,198.15,92,486,161,486
200000,Point-Lookup,238.5,83,546,216,546
200000,Aggregation,221.85,113,583,179,583
