100000,1-Hop,660.65,264,2089,607,2089
100000,2-Hop,598.5,271,928,608,928
100000,3-Hop,643.45,309,938,647,938
100000,Point-Lookup,594.35,266,1383,569,1383
100000,Aggregation,616.7,261,1262,617,1262
200000,1-Hop,604.9,273,1145,629,1145
200000,2-Hop,725.1,277,1435,629,1435
200000,3-Hop,618.25,273,1376,596,1376
200000,Point-Lookup,733.5,277,1527,637,1527
200000,Aggregation,618.65,298,840,623,840
